StockCode,Description,Total_Quantity,Total_Revenue
21123,SET/10 IVORY POLKADOT PARTY CANDLES,1442,1754.59
21123,SET/10 IVORY SPOTTY PARTY CANDLES,1261,1578.47
21124,SET/10 BLUE POLKADOT PARTY CANDLES,5079,6144.59
21124,SET/10 BLUE SPOTTY PARTY CANDLES,4901,5966.95
21125,SET 6 FOOTBALL CELEBRATION CANDLES,2108,2192.63
21126,SET OF 6 GIRLS CELEBRATION CANDLES,2311,2331.72
21127,COLOURFUL FISHING GNOME,296,992.08
21128,GOLD FISHING GNOME,126,841.63
21129,SILVER FISHING GNOME ,121,928.59
21130,COLOURFUL STANDING GNOME,720,1197.48
21131,GOLD STANDING GNOME,276,1098.86
21132,SILVER STANDING GNOME   ,93,476.61
21133,PAINTED BIRD ASSORTED CHRISTMAS,410,712.91
21134,VICTORIAN METAL POSTCARD CHRISTMAS,377,646.4399999999999
21135,VICTORIAN  METAL POSTCARD SPRING,5657,8384.44
21136,PAINTED METAL PEARS ASSORTED,10271,17122.079999999998
21137,BLACK RECORD COVER FRAME,18716,65107.0
21143,ANTIQUE GLASS HEART DECORATION ,2069,4112.099999999999
21144,PINK POODLE HANGING DECORATION ,531,282.91
21145,ANTIQUE GLASS PLACE SETTING,856,1239.96
21146,ANTIQUE GLASS RIDGED HANGING BALL,787,1509.77
21147,JINGLE BELLS TREE DECORATION,475,866.28
21153,RED SPOTTY TABLECLOTH ,391,4273.39
21154,RED RETROSPOT OVEN GLOVE ,5066,7688.33
21154,RED SPOTTY OVEN GLOVE ,2806,3765.87
21155,RED RETROSPOT PEG BAG,3764,10547.5
21155,RED SPOTTY PEG BAG,2638,5232.900000000001
21156,RED SPOTTY CHILDS APRON,2504,4674.33
21156,RETROSPOT CHILDRENS APRON,6560,12185.6
21157,RED RETROSPOT WASHBAG,103,296.99
21157,RED SPOTTY WASHBAG,580,1307.3600000000001
21158,MOODY GIRL DOOR HANGER ,2490,1754.49
21159,MOODY BOY  DOOR HANGER ,2028,1410.76
21160,KEEP OUT GIRLS DOOR HANGER ,720,527.23
21161,KEEP OUT BOYS DOOR HANGER ,2274,1758.3899999999999
21162,TOXIC AREA  DOOR HANGER ,2318,1611.12
21163,DO NOT TOUCH MY STUFF DOOR HANGER ,2715,1711.9099999999999
21164,HOME SWEET HOME METAL SIGN ,5959,16561.510000000002
21165,BEWARE OF THE CAT METAL SIGN ,9309,15084.789999999999
21166,COOK WITH WINE METAL SIGN ,19374,37171.63
21167,WHITE SAGE INCENSE,2390,577.02
21169,YOU'RE CONFUSING ME METAL SIGN ,8823,14208.039999999999
21171,BATHROOM METAL SIGN ,1845,2578.27
21172,PARTY METAL SIGN ,7608,11271.31
21173,LOO ROLL  METAL SIGN ,328,588.16
21174,POTTERING IN THE SHED METAL SIGN,9692,19586.01
21175,GIN + TONIC DIET METAL SIGN,18143,38828.4
21175,GIN AND TONIC DIET METAL SIGN,498,1237.5
21179,NO JUNK MAIL METAL SIGN,4272,3513.22
21181,PLEASE ONE PERSON  METAL SIGN,1866,3865.9700000000003
21181,PLEASE ONE PERSON METAL SIGN,22752,46025.270000000004
21185, HOME SWEET HOME  BLACKBOARD,123,819.1399999999999
21185,HOME SWEET HOME  BLACKBOARD,2,12.7
21186,WHITE DOVE HONEYCOMB PAPER GARLAND,5262,8517.67
21187,WHITE BELL HONEYCOMB PAPER GARLAND ,1344,2243.7799999999997
21188,3D HEARTS  HONEYCOMB PAPER GARLAND,877,2681.69
21189,WHITE HONEYCOMB PAPER GARLAND ,797,1698.8799999999999
21190,PINK HEARTS PAPER GARLAND,729,1225.9399999999998
21191,LARGE WHITE HONEYCOMB PAPER BELL  ,1479,3408.61
21192,WHITE BELL HONEYCOMB PAPER ,2119,3816.0399999999995
21193,WHITE HONEYCOMB PAPER FAN ,111,274.37
21194,PINK  HONEYCOMB PAPER FAN,568,745.0
21195,PINK  HONEYCOMB PAPER BALL ,997,2122.66
21196,ROUND WHITE CONFETTI IN TUBE,178,306.89
21197,MULTICOLOUR  CONFETTI IN TUBE,432,627.16
21198,WHITE HEART CONFETTI IN TUBE,1207,1407.59
21199,PINK  HEART CONFETTI IN TUBE,1257,1475.54
21200,MULTICOLOUR HONEYCOMB PAPER GARLAND,1393,2024.56
21201,TROPICAL  HONEYCOMB PAPER GARLAND ,2728,6484.01
21202,DOLLY HONEYCOMB GARLAND,803,1028.9299999999998
21203,BUTTERFLIES  HONEYCOMB GARLAND,1490,2455.7499999999995
21204,DAISIES  HONEYCOMB GARLAND ,1559,2611.74
21205,MULTICOLOUR 3D BALLS GARLAND,648,1693.4199999999998
21206,STRAWBERRY HONEYCOMB  GARLAND ,2144,3049.7499999999995
21207,SKULL AND CROSSBONES  GARLAND ,3112,4888.169999999999
21208,PASTEL COLOUR HONEYCOMB FAN,1036,959.27
21209,MULTICOLOUR HONEYCOMB FAN,1439,1330.01
21210,SET OF 72 RETRO SPOT PAPER  DOILIES,7664,10939.25
21210,SET OF 72 RETROSPOT PAPER  DOILIES,7303,10590.39
21211,SET OF 72 SKULL PAPER  DOILIES,2393,3348.24
21212,PACK OF 72 RETRO SPOT CAKE CASES,46079,23744.41
21212,PACK OF 72 RETROSPOT CAKE CASES,47695,27531.08
21213,PACK OF 72 SKULL CAKE CASES,40174,21341.81
21214,SET OF 72 IVORY PAPER DOILIES,2005,2919.37
21215, IVORY PAPER CUP CAKE CASES ,1153,530.16
21215,IVORY PAPER CUP CAKE CASES ,3154,1986.0800000000002
21216,"SET 3 RED SPOT TIN TEA,COFFEE,SUGAR",1495,7380.04
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",2366,12677.21
21217,RED RETROSPOT ROUND CAKE TINS,1400,14924.199999999999
21217,RED SPOTTY ROUND CAKE TINS,1454,14360.539999999999
21218,RED SPOTTY BISCUIT TIN,5177,20523.06
21219,SET/4 BADGES BALLOON GIRL,1003,1290.77
21220,SET/4 BADGES DOGS,659,888.68
21221,SET/4 BADGES CUTE CREATURES,535,709.66
21222,SET/4 BADGES BEETLES,621,804.65
21223,SET/4 BADGES WOODLAND ANIMAL,492,587.08
21224,SET/4 SKULL BADGES,2149,2664.41
21225,POCKET MIRROR BUTTERFLY ,2,2.5
21226,POCKET MIRROR WOODLAND,213,230.54999999999998
21228,"POCKET MIRROR ""GLAMOROUS""",97,122.57
21231,SWEETHEART CERAMIC TRINKET BOX,19105,23739.93
21232,STRAWBERRY CERAMIC TRINKET BOX,35846,46246.76
21232,STRAWBERRY CERAMIC TRINKET POT,1347,2103.7200000000003
21238,RED RETROSPOT CUP,4666,4109.5599999999995
21238,RED SPOTTY CUP,4662,3928.0499999999997
21239,PINK  POLKADOT CUP,3652,3264.85
21239,PINK  SPOTTY CUP,3665,3129.47
21240,BLUE  SPOTTY CUP,3389,2876.62
21240,BLUE POLKADOT CUP,4147,3621.13
21241,GREEN POLKADOT CUP,111,94.35
21241,GREEN SPOTTY CUP,2101,1773.87
21242,RED RETROSPOT PLATE ,3699,6333.69
21242,RED SPOTTY PLATE ,3344,5513.0599999999995
21243,PINK  POLKADOT PLATE ,2544,4251.53
21243,PINK  SPOTTY PLATE ,2856,4631.57
21243,PINK POLKADOT PLATE ,220,377.56
21244,BLUE  SPOTTY PLATE ,2398,3849.49
21244,BLUE POLKADOT PLATE ,2624,4390.71
21245,GREEN  SPOTTY PLATE ,1308,2155.17
21245,GREEN POLKADOT PLATE ,1255,2106.43
21246,RED RETROSPOT BIG BOWL,324,1524.88
21246,RED SPOTTY BIG BOWL,417,2121.15
21247,SET OF RED SALAD SERVERS ,422,664.73
21248,DOOR HANGER  MUM + DADS ROOM,967,1266.3899999999999
21249,WOOD ANIMALS HEIGHT CHART STICKERS ,6,17.700000000000003
21249,WOODLAND  HEIGHT CHART STICKERS ,1639,4706.43
21250,SET OF SKULL WALL STICKERS,402,997.5500000000001
21251,DINOSAUR HEIGHT CHART STICKER SET,595,1683.93
21252,SET OF MEADOW  FLOWER STICKERS,168,408.66
21253,SET OF PICTURE FRAME  STICKERS,332,1225.17
21254,SET OF KITCHEN WALL  STICKERS,-4,-11.8
21255,"FRENCH BOTTLE , LAVENDER",463,838.6299999999999
21256,"FRENCH BOTTLE, BRASSERIE DES ARTIST",326,588.64
21257,VICTORIAN SEWING BOX MEDIUM,1522,13763.18
21258,VICTORIAN SEWING BOX LARGE,1384,20026.41
21259,VICTORIAN SEWING BOX SMALL ,2266,13688.27
21260,FIRST AID TIN,3451,11367.18
21261,GREEN GOOSE FEATHER CHRISTMAS TREE ,283,1146.1200000000001
21262,WHITE GOOSE FEATHER CHRISTMAS TREE ,595,2277.57
21263,GREEN GOOSE FEATHER TREE 60CM,297,654.39
21264,WHITE GOOSE FEATHER TREE 60CM ,383,902.25
21265,PINK GOOSE FEATHER TREE 60CM,301,650.59
21266,VINTAGE SILVER TINSEL REEL,23,98.9
21267,VINTAGE PINK TINSEL REEL ,24,74.6
21268,VINTAGE BLUE TINSEL REEL,397,261.66
21269,ANTIQUE CREAM CUTLERY SHELF ,114,1036.84
21270,ANTIQUE CREAM CUTLERY CUPBOARD,76,874.43
21272,SALLE DE BAIN HOOK,2335,3093.58
21274,EMBOSSED HEART 3 DRAWER SHELF,174,2407.94
21275,ZINC TOP  2 DOOR WOODEN SHELF ,238,1576.03
21276,TWO EMBOSSED HEART MINI DRAWERS,661,1482.74
21277,FRENCH STYLE EMBOSSED HEART CABINET,50,1221.59
21278,VINTAGE KITCHEN PRINT PUDDINGS,1550,1334.05
21279,VINTAGE KITCHEN PRINT FRUITS,1888,1195.98
21280,VINTAGE KITCHEN PRINT VEGETABLES,2085,1488.44
21281,VINTAGE KITCHEN PRINT SEAFOOD,2144,1332.8
21282,NATURAL BARK CANDLE LARGE,344,1471.28
21283,NATURAL BARK CANDLE SMALL,500,1590.2
21284,RETRO SPOT CANDLE  SMALL,396,724.47
21284,RETROSPOT CANDLE  SMALL,1103,893.61
21285,RETRO SPOT CANDLE  MEDIUM,263,566.22
21285,RETROSPOT CANDLE  MEDIUM,696,730.4000000000001
21286,RETRO SPOT CANDLE  LARGE,283,758.66
21286,RETROSPOT CANDLE  LARGE,711,833.75
21287,SCENTED VELVET LOUNGE CANDLE ,4107,1860.0
21288,STRIPEY CHOCOLATE NESTING BOXES,957,2493.32
21289,LARGE STRIPES CHOCOLATE GIFT BAG,1393,1524.31
21290,LARGE SPOTTY CHOCOLATE GIFT BAG,2,2.5
21291,SMALL POLKADOT CHOCOLATE GIFT BAG ,1304,1130.54
21291,SMALL SPOTTY CHOCOLATE GIFT BAG ,1040,890.4399999999999
21292,SMALL STRIPES CHOCOLATE GIFT BAG ,2433,1413.51
21293,MIRRORED DOVE WALL DECORATION,341,868.1400000000001
21294,ETCHED GLASS COASTER,2246,1653.75
21298,EDWARDIAN 2 DRAWER WALL CABINET ,46,656.1
21299,EDWARDIAN TOILET ROLL UNIT ,162,932.95
21300,ANTIQUE EDWARDIAN DRESSER,43,714.2
21303,FILIGREE WALL MIRROR  ANTIQUE WHITE,85,909.09
21304,ARCHED GREY MIRROR,86,591.58
21306,SET/4 DAISY MIRROR MAGNETS,662,335.48
21307,SET/4 BUTTERFLY MIRROR MAGNETS,748,647.97
21308,LOUVRE VANITY MIRROR,130,690.0
21309,LOUVRE CHALKBOARD,48,315.65
21310,CAPIZ CHANDELIER,5,149.75
21311,SET/4 BIRD MIRROR MAGNETS ,674,531.84
21312,LARGE CHUNKY GLASS ROMAN BOWL,286,1153.8200000000002
21313,GLASS HEART T-LIGHT HOLDER ,6553,5660.96
21314,SMALL GLASS HEART TRINKET POT,10198,22344.59
21315,LARGE GLASS HEART TRINKET POT,-4,-17.0
21316,SMALL CHUNKY GLASS ROMAN  BOWL,691,1140.21
21317,GLASS SPHERE CANDLE STAND MEDIUM,354,1437.55
21318,GLASS CHALICE BLUE SMALL ,940,860.3599999999999
21319,GLASS CHALICE GREEN  SMALL ,469,686.66
21320,GLASS CHALICE GREEN  LARGE ,376,860.84
21321,GLASS CHALICE BLUE  LARGE ,107,267.59999999999997
21322,GLASS SPHERE CANDLE STAND LARGE ,301,590.45
21323,HANGING MEDINA LANTERN LARGE,737,2494.14
21324,HANGING MEDINA LANTERN SMALL,960,2705.61
21326,AGED GLASS SILVER T-LIGHT HOLDER,17668,11527.560000000001
21327,SKULLS WRITING SET ,1926,3378.5099999999998
21328,BALLOONS  WRITING SET ,2441,4612.63
21329,DINOSAURS  WRITING SET ,2062,3727.66
21330,WOODLAND ANIMAL  WRITING SET ,1443,2439.22
21331,MOROCCAN BEATEN METAL DISH LARGE,107,908.4300000000001
21332,MOROCCAN BEATEN METAL MIRROR,249,1534.42
21333,CLASSIC WHITE FRAME,1039,3133.07
21335,LIBRARY LAMP,38,904.8199999999999
21336,GOLD WASHBAG,958,412.29
21337,SILVER WASHBAG,33,103.53000000000002
21338,MARAKESH LANTERN SMALL ,199,873.25
21339,MARAKESH LANTERN LARGE,30,544.5
21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,1696,18524.03
21341,KASBAH LANTERN WITH GLASS ,72,410.64000000000004
21343,GOLD JEWELERY BOX,18,58.10000000000001
21344,MOROCCAN BEATEN METAL DISH,161,712.07
21346,LARGE SILVER BALUSTRADE CANDLESTICK,-1,-5.95
21347,GOTHIC CARRIAGE LANTERN,8,47.6
21348,PINK SPOTS CHOCOLATE NESTING BOXES ,811,1976.5900000000001
21349,IVY HEART WREATH,545,3956.73
21350,GINGHAM HEART WREATH,223,641.85
21351,CINAMMON & ORANGE WREATH,1074,3610.8
21352,EUCALYPTUS & PINECONE  WREATH,869,3036.03
21353,SILVER SLEIGHBELL  WREATH,19,160.45
21354,TOAST ITS - BEST MUM,2476,2979.46
21355,TOAST ITS - I LOVE YOU ,3404,4158.05
21356,TOAST ITS - FAIRY FLOWER,1591,2012.9099999999999
21357,TOAST ITS - DINOSAUR,1340,1767.76
21358,TOAST ITS - HAPPY BIRTHDAY,1128,1397.46
21359,RELAX LARGE WOOD LETTERS,204,2076.68
21360,JOY LARGE WOOD LETTERS,439,2770.5099999999998
21361,LOVE LARGE WOOD LETTERS ,540,7159.54
21363,HOME SMALL WOOD LETTERS,965,5203.83
21364,PEACE SMALL WOOD LETTERS,466,3394.2200000000003
21365,MIRRORED WALL ART STARS,469,707.9200000000001
21366,MIRRORED WALL ART PHOTO FRAMES,238,1140.0
21367,MIRRORED WALL ART GENTS,211,278.47999999999996
21368,MIRRORED WALL ART LADIES,201,212.04
21369,MIRRORED WALL ART SPLODGES,133,225.36
21370,MIRRORED WALL ART FOXY,54,251.97
21371,MIRRORED WALL ART POPPIES,404,556.01
21372,MIRRORED WALL ART TABLE LAMP,156,267.01
21373,MIRRORED WALL ART SNOWFLAKES,624,539.89
21374,MIRRORED WALL ART SKULLS,470,809.67
21375,LARGE CAMPHOR WOOD FIELD MUSHROOM ,134,817.6
21376,LARGE  TALL CAMPHOR WOOD TOADSTOOL ,183,849.91
21377,SMALL CAMPHOR WOOD FIELD  MUSHROOM,494,723.36
21378,SMALL TALL CAMPHOR WOOD TOADSTOOL,560,728.9699999999999
21379, CAMPHOR WOOD PORTOBELLO MUSHROOM,70,122.36
21379,CAMPHOR WOOD PORTOBELLO MUSHROOM,571,583.1
21380,WOODEN HAPPY BIRTHDAY GARLAND,4449,12991.62
21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,4501,7618.29
21382,SET/4 SPRING FLOWER DECORATION,1230,1659.66
21383,PACK OF 12 STICKY BUNNIES,2142,1550.13
21384,IVORY HANGING DECORATION  BUTTERFLY,1917,1810.1899999999998
21385,IVORY HANGING DECORATION  HEART,10826,9353.84
21386,IVORY HANGING DECORATION  EGG,1148,680.78
21387,IVORY HANGING DECORATION  RABBIT,25,21.25
21388,IVORY HANGING DECORATION  CHICKEN,311,290.16999999999996
21389,IVORY HANGING DECORATION  BIRD,2269,1982.59
21390,FILIGRIS HEART WITH BUTTERFLY,10862,13459.22
21391,FRENCH EMROIDR LAVENDER SCENT HEART,341,741.6
21391,FRENCH LAVENDER SCENT HEART,1073,1063.99
21392,RED POLKADOT PUDDING BOWL,69,134.66
21392,RED SPOTTY PUDDING BOWL,3826,865.03
21393,BLUE  SPOTTY PUDDING BOWL,2676,717.25
21393,BLUE POLKADOT PUDDING BOWL,69,124.78000000000002
21394,RED POLKADOT BEAKER ,3898,1690.3
21394,RED SPOTTY BEAKER ,85,165.75
21395,BLUE POLKADOT BEAKER ,2846,1170.26
21395,BLUE SPOTTY BEAKER ,102,207.94
21396,RED SPOTTY EGG CUP ,943,1199.0
21397,BLUE  SPOTTY EGG CUP ,982,1323.3600000000001
21397,BLUE POLKADOT EGG CUP ,1163,679.38
21398,RED  SPOTTY COFFEE  MUG,708,1363.5900000000001
21398,RED POLKADOT COFFEE  MUG,1585,864.11
21399,BLUE  SPOTTY  COFFEE MUG,240,493.88000000000005
21399,BLUE POLKADOT COFFEE MUG,2026,1011.17
21400,RED PUDDING SPOON,1066,208.03
21401,BLUE PUDDING SPOON,1437,315.7
21402,RED  EGG  SPOON,1697,333.0
21403,BLUE EGG  SPOON,2319,523.0699999999999
21406,SPOTTY CAT DOORSTOP ,1,8.65
21407,BROWN CHECK CAT DOORSTOP ,1292,5874.83
21408,SPOTTY PINK DUCK DOORSTOP,698,3024.06
21409,SPOTTY COCKEREL DOORSTOP,1,4.25
21410,COUNTRY COTTAGE  DOORSTOP GREEN,311,1454.03
21411,GINGHAM HEART  DOORSTOP RED,2082,8318.94
21412,VINTAGE GOLD TINSEL REEL,266,275.21999999999997
21413,PERIWINKLE T-LIGHT HOLDER,3162,1131.14
21414,SCALLOP SHELL SOAP DISH,1636,868.79
21415,CLAM SHELL SMALL ,348,726.1600000000001
21416,CLAM SHELL LARGE,751,603.0600000000001
21417,COCKLE SHELL DISH,477,971.4000000000001
21418,STARFISH SOAP DISH,191,526.1899999999999
21419,CONCH SHELL,1259,577.6899999999999
21420,OYSTER TRINKET BOX,120,332.16
21421,PORCELAIN ROSE LARGE ,1786,2136.98
21422,PORCELAIN ROSE SMALL,3156,2615.77
21424,WOODLAND STORAGE BOX LARGE ,897,2709.7400000000002
21425,SKULLS STORAGE BOX LARGE,474,1183.48
21426,WOODLAND STORAGE BOX SMALL,924,1485.67
21427,SKULLS STORAGE BOX SMALL,491,965.46
21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,2841,11596.93
21429,RED GINGHAM ROSE JEWELLERY BOX,6289,11221.949999999999
21430,SET/3 RED GINGHAM ROSE STORAGE BOX,4559,17822.19
21431,GREEN GINGHAM FLOWER JEWELLERY BOX,1481,2508.06
21432,SET OF 3 CASES WOODLAND DESIGN,919,5306.56
21437,24 HANGING EASTER EGGS FLORAL TUB,672,2332.17
21438,TUB 24 HANGING EASTER EGGS SPOTTY,369,1214.8200000000002
21439,BASKET OF TOADSTOOLS,1851,2405.06
21440,12 MINI TOADSTOOL PEGS,470,595.06
21441,BLUE BIRDHOUSE DECORATION,928,655.4599999999999
21442,GREEN BIRDHOUSE DECORATION,973,704.9699999999999
21443,OLIVE CHALET BIRDFEEDER,251,705.4300000000001
21444,BLUE CHALET BIRDFEEDER,290,898.2800000000001
21445,12 PINK ROSE PEG PLACE SETTINGS,1507,1872.23
21446,12 RED ROSE PEG PLACE SETTINGS,1258,1669.83
21447,12 IVORY ROSE PEG PLACE SETTINGS,2775,3841.38
21448,12 DAISY PEGS IN WOOD BOX,955,1640.1699999999998
21450,DISTRESSED CANDLE STICK WHITE,3,17.849999999999998
21452,TOADSTOOL MONEY BOX,1832,5607.280000000001
21454,PAINTED PINK RABBIT ,925,797.4
21455,PAINTED YELLOW WOODEN DAISY,884,782.8199999999999
21456,2 PICTURE BOOK EGGS EASTER CHICKS,737,774.8
21457,2 PICTURE BOOK EGGS EASTER DUCKS,685,716.0
21458,2 PICTURE BOOK EGGS EASTER BUNNY,768,849.24
21459,YELLOW EASTER EGG HUNT START POST,245,485.45
21460,GREEN EASTER EGG HUNT START POST,105,234.04999999999998
21461,BLUE EASTER EGG HUNT START POST,77,161.29
21462,"NURSERY A,B,C PAINTED LETTERS",407,2384.91
21463,MIRRORED DISCO BALL ,1276,7087.46
21464,DISCO BALL ROTATOR BATTERY OPERATED,518,2197.5
21465,PINK FLOWER CROCHET FOOD COVER,791,2868.1400000000003
21466,RED FLOWER CROCHET FOOD COVER,927,3479.79
21467,CHERRY CROCHET FOOD COVER,1020,3245.0
21468,BUTTERFLY CROCHET FOOD COVER,667,2353.89
21469,POLKA DOT RAFFIA FOOD COVER,1115,3414.51
21470,FLOWER VINE RAFFIA FOOD COVER,1093,4157.18
21471,STRAWBERRY RAFFIA FOOD COVER,1402,5080.63
21472,LADYBIRD + BEE RAFFIA FOOD COVER,1056,4077.82
21473,SWEETHEART CREAM STEEL TABLE RECT,153,3132.3599999999997
21474,SWEETHEART CREAM STEEL FOLDIN BENCH,203,4049.85
21475,SWEETHEART CREAM STEEL FOLDIN CHAIR,0,0.0
21476,STEEL SWEETHEART ROUND TABLE CREAM,140,2189.6099999999997
21477,STRING OF 20 ROSE LIGHTS,250,2991.69
21478,SILVER SKULL HOT WATER BOTTLE ,203,850.48
21479,WHITE SKULL HOT WATER BOTTLE ,6023,30402.62
21480,PINK STRIPE HOT WATER BOTTLE,279,881.82
21481,FAWN BLUE HOT WATER BOTTLE,7372,23547.55
21482,MUSHROOM BLUE HOT WATER BOTTLE,734,2279.06
21484,CHICK GREY HOT WATER BOTTLE,4533,18013.190000000002
21485,RED SPOT HEART HOT WATER BOTTLE,2411,11601.36
21485,RETROSPOT HEART HOT WATER BOTTLE,5146,25299.11
21486,PINK HEART DOTS HOT WATER BOTTLE,1115,3634.92
21488,RED WHITE SCARF  HOT WATER BOTTLE,2384,9784.58
21489,BLUE WHITE SCARF HOT WATER BOTTLE,28,157.60000000000002
21490,SET OF THREE 50'S GIFT WRAPS ,609,1156.0
21491,SET OF THREE VINTAGE GIFT WRAPS,2827,5267.5599999999995
21493, VINTAGE DESIGN GIFT TAGS,269,249.89999999999998
21493,VINTAGE DESIGN GIFT TAGS,3,2.55
21494,ROTATING LEAVES T-LIGHT HOLDER,3829,6444.0
21495,SKULLS AND CROSSBONES WRAP,9040,3684.8
21495,SKULLS WRAP,3400,1424.0
21496,WOODLAND CREATURES  WRAP,0,0.0
21497,FANCY FONTS BIRTHDAY WRAP,17500,6978.0
21498,RED RETROSPOT WRAP ,14001,5715.42
21498,RED SPOTS  WRAP ,12625,5094.5
21499,BLUE POLKADOT WRAP,8477,3422.34
21499,BLUE SPOTS  WRAP,6350,2555.0
21500,PINK POLKADOT WRAP ,8125,3298.5
21500,PINK SPOTS  WRAP ,7825,3144.5
21503,TOYBOX  WRAP ,1800,740.0
21504,SKULLS GREETING CARD,4901,1999.98
21506,"FANCY FONT BIRTHDAY CARD, ",10818,4509.29
21507,ELEPHANT BIRTHDAY CARD ,1098,469.74
21507,"ELEPHANT, BIRTHDAY CARD, ",7101,2975.59
21508,VINTAGE KID DOLLY CARD ,6704,2803.58
21509,COWBOYS AND INDIANS BIRTHDAY CARD ,8672,3577.14
21511,VINTAGE COLLAGE  GREETING  CARD ,40,16.8
21518,BANK ACCOUNT  GREETING  CARD ,1107,469.28
21519,GIN & TONIC DIET GREETING CARD ,7320,3134.81
21520,BOOZE & WOMEN GREETING CARD ,955,410.79
21523,DOOR MAT FANCY FONT HOME SWEET HOME,1177,8231.31
21523,DOORMAT FANCY FONT HOME SWEET HOME,5070,33426.21
21523,FANCY FONT HOME SWEET HOME DOORMAT,663,4378.65
21524,DOOR MAT SPOTTY HOME SWEET HOME,1772,10563.06
21524,DOORMAT SPOTTY HOME SWEET HOME,2810,21357.65
21524,SPOTTY  HOME SWEET HOME DOORMAT,666,3978.34
21525,BEWARE OF THE CAT DOORMAT,0,0.0
21527,RED RETROSPOT TRADITIONAL TEAPOT ,2235,16242.66
21527,RETRO SPOT TRADITIONAL TEAPOT ,939,7392.33
21528,DAIRY MAID TRADITIONAL TEAPOT ,867,5466.75
21529,RED RETROSPOT TOASTRACK,117,434.01000000000005
21529,RETRO SPOT CERAMIC TOASTRACK,378,1328.8300000000002
21530,DAIRY MAID CERAMIC TOASTRACK,58,180.11
21530,DAIRY MAID TOASTRACK,837,1124.41
21531,RED RETROSPOT SUGAR JAM BOWL,3124,7722.28
21531,RETRO SPOT SUGAR JAM BOWL,912,2359.29
21532,DAIRY MAID SUGAR JAM BOWL,1371,1386.1100000000001
21533,RETRO SPOT LARGE MILK JUG,1642,8207.33
21533,RETROSPOT LARGE MILK JUG,1621,8032.540000000001
21534,DAIRY MAID LARGE MILK JUG,909,4625.09
21535,RED RETROSPOT SMALL MILK JUG,5002,12317.039999999999
21535,RETRO SPOT SMALL MILK JUG,1686,4296.91
21536,DAIRY MAID  SMALL  MILK JUG,214,460.04
21537,RED RETROSPOT PUDDING BOWL,655,2852.45
21537,RETRO SPOTS PUDDING BOWL,286,1239.26
21538,DAIRY MAID  PUDDING BOWL,1306,1917.01
21539,RED RETROSPOT BUTTER DISH,1809,9185.51
21539,RETRO SPOTS BUTTER DISH,844,4031.82
21540,DAIRY MAID BUTTER DISH,1201,1854.83
21540,DAIRY MAID CERAMIC BUTTER DISH,102,458.62
21541,DINOSAURS WATER TRANSFER TATTOOS ,1888,1620.09
21542,WOODLAND WATER TRANSFER TATTOOS ,1807,1541.25
21543,BUTTERFLY WATER TRANSFER TATTOOS ,284,215.0
21544,SKULLS  WATER TRANSFER TATTOOS ,6040,5031.8099999999995
21545,CERAMIC BIRDHOUSE BUTTERFLY SMALL,695,1634.22
21547,CERAMIC BIRDHOUSE CRESTED TIT SMALL,717,1842.5700000000002
21548,CERAMIC BIRDHOUSE FINCH BLUE ROOF,667,1731.8700000000001
21549,CERAMIC BIRDHOUSE RED ROOF SMALL,540,1249.74
21550,CERAMIC BIRDHOUSE CRESTED TIT LARGE,294,1559.5600000000002
21551,CERAMIC BIRDHOUSE BUTTERFLY LARGE,169,824.95
21552,CERAMIC BIRDHOUSE BLACK ROSE  LARGE,162,819.75
21553,CERAMIC BIRDHOUSE FINCH BLUE  LARGE,89,575.32
21554,CERAMIC BIRDHOUSE RED ROOF LARGE,164,749.9
21555,CERAMIC STRAWBERRY TRINKET TRAY,424,1128.82
21556,CERAMIC STRAWBERRY MONEY BOX,1603,4234.21
21557,SET OF 6 FUNKY BEAKERS,931,3166.44
21558,SKULL LUNCH BOX WITH CUTLERY ,3900,9991.59
21558,SKULL LUNCHBOX WITH CUTLERY ,198,586.12
21559,STRAWBERRY LUNCH BOX WITH CUTLERY,6749,16815.39
21559,STRAWBERRY LUNCHBOX WITH CUTLERY,1444,3443.89
21560,TOADSTOOL  LUNCHBOX WITH CUTLERY,4,15.44
21561,DINOSAUR LUNCH BOX WITH CUTLERY,2396,5866.36
21561,DINOSAUR LUNCHBOX WITH CUTLERY,570,1429.8999999999999
21562,HAWAIIAN GRASS SKIRT ,678,970.2800000000001
21563,RED HEART SHAPE LOVE BUCKET ,2767,6823.660000000001
21564,PINK  HEART SHAPE LOVE BUCKET ,1940,4492.85
21576,LETS GO SHOPPING COTTON TOTE BAG,723,1665.94
21577,SAVE THE PLANET COTTON TOTE BAG,2540,5680.5199999999995
21578,WOODLAND DESIGN  COTTON TOTE BAG,2195,5040.36
21579,LOLITA  DESIGN  COTTON TOTE BAG,1012,1522.6
21580,RABBIT  DESIGN  COTTON TOTE BAG,536,1316.1299999999999
21581,SKULLS  DESIGN  COTTON TOTE BAG,1152,1845.74
21582,KINGS CHOICE SMALL TUBE MATCHES,117,193.04999999999998
21584,RETRO SPOT SMALL TUBE MATCHES,1985,3150.45
21584,RETROSPOT SMALL TUBE MATCHES,1757,2875.0499999999997
